G04a_001,G04a_002,G04a_003,G04a_004,G04a_005,G04a_006,G04a_007,G04a_008,G04a_009,G04a_010
66423166,280.3,291.3,280.0,0,2.1,3,0.0,0,0.5
66423167,282.3,291.3,280.0,0,1.4,7,0.0,7,0.6
66423168,297.6,370.8,280.0,0,9.7,8,0.4,6,3.5
66423169,315.2,397.6,280.0,0,8.9,3,1.1,8,5.5
66423170,339.0,401.1,286.0,0,7.1,2,1.4,4,4.7
66423171,303.1,370.9,265.3,0,5.4,1,1.1,2,3.3
66423172,278.4,340.4,256.4,0,6.7,6,1.3,5,3.8
66423173,287.8,326.6,254.1,0,6.2,6,0.9,5,3.7
66423174,290.5,321.9,280.0,0,2.9,2,0.3,4,1.4
66423175,280.8,301.3,280.0,0,2.8,8,0.0,0,0.5
66423176,280.6,291.0,280.0,0,2.2,2,0.0,0,0.5
66423177,280.9,291.6,280.0,0,1.1,1,0.0,0,0.4
66423178,280.4,300.3,280.0,0,2.3,7,0.0,0,0.7
66423179,311.6,362.8,280.0,0,5.9,6,1.3,6,3.3
66423180,342.0,442.0,291.8,0,8.1,3,0.4,1,4.1
66423181,323.8,361.1,287.8,0,5.7,1,0.6,6,3.2
66423182,306.2,352.7,259.9,0,6.5,7,0.9,6,3.6
66423183,320.8,341.8,289.9,0,5.0,1,0.2,2,2.4
66423184,296.0,323.1,280.0,0,2.2,4,0.6,4,1.6
66423185,283.3,300.1,280.0,0,1.4,2,0.0,0,0.7
66423186,280.2,291.7,280.0,0,0.8,1,0.0,0,0.2
66423187,281.2,291.4,280.0,0,1.0,6,0.0,0,0.4
66423188,280.2,288.3,280.0,0,3.0,7,0.0,0,0.8
66423189,317.9,358.3,280.0,0,5.7,7,0.9,7,3.1
66423190,359.0,446.7,289.9,0,9.9,4,1.9,3,5.7
66423191,308.8,384.5,285.0,0,6.7,3,0.5,1,3.6
66423192,291.1,331.7,285.0,0,3.5,6,0.2,2,1.7
66423193,310.8,336.6,285.0,0,3.1,1,0.4,4,1.7
66423194,292.3,322.0,280.0,0,3.9,2,0.8,2,1.8
66423195,282.4,290.0,280.0,0,1.1,2,0.0,0,0.5
66423196,280.0,284.7,280.0,0,0.1,5,0.0,0,0.0
66423197,282.9,294.2,280.0,0,0.9,7,0.3,8,0.6
66423198,284.0,294.5,280.0,0,1.7,7,0.0,0,1.0
66423199,299.1,334.7,280.0,0,4.0,8,1.0,6,2.6
66423200,184.7,230.2,162.3,0,4.4,6,0.8,8,2.8
66423201,235.5,319.8,180.1,0,13.3,7,2.4,8,6.7
66423202,338.5,383.1,280.3,0,10.1,7,0.4,3,4.0
66423203,346.5,372.2,297.9,0,5.8,1,0.8,5,2.3
66423204,359.8,388.6,318.8,0,3.5,7,1.1,5,2.3
66423205,373.1,414.0,295.4,0,7.6,1,0.8,7,3.4
66423206,341.9,426.7,199.4,0,14.1,3,0.7,3,9.4
66423207,221.8,335.9,142.5,0,14.9,2,2.7,4,10.1
66423208,122.5,172.1,109.2,0,6.1,3,0.1,1,2.4
66423209,113.9,117.0,111.4,0,0.3,8,0.1,1,0.2
66423210,183.7,241.0,169.9,0,5.5,7,0.9,4,3.0
66423211,263.2,371.3,180.7,0,10.4,6,1.6,2,7.2
66423212,308.5,372.1,242.0,0,8.9,6,2.2,7,5.2
66423213,348.7,381.5,279.7,0,7.9,6,0.3,5,2.8
66423214,369.3,390.8,325.0,0,4.2,3,0.3,4,2.0
66423215,365.0,401.6,283.0,0,10.4,1,0.5,3,5.0
66423216,338.3,416.4,228.4,0,15.3,3,0.8,3,8.7
66423217,208.3,354.4,108.0,0,14.1,2,2.1,4,9.6
66423218,112.3,153.7,108.2,0,5.5,3,0.1,8,1.0
66423219,112.9,114.1,111.4,0,0.2,8,0.0,6,0.1
66423220,204.8,265.8,171.9,0,6.9,5,1.2,4,3.8
66423221,249.5,360.9,189.9,0,10.0,1,3.8,7,6.6
66423222,318.9,369.8,227.1,0,8.7,6,2.2,7,5.4
66423223,354.5,373.8,323.8,0,3.0,7,0.4,7,1.8
66423224,362.2,383.0,335.6,0,2.5,2,0.4,1,1.3
66423225,313.0,381.5,200.8,0,9.5,3,3.7,2,7.0
66423226,286.9,396.0,177.0,0,13.2,2,6.0,1,9.9
66423227,163.8,266.4,107.7,0,11.0,3,3.6,3,6.2
66423228,110.4,126.8,106.7,0,2.2,3,0.0,7,0.6
66423229,111.1,112.7,110.0,0,0.2,8,0.1,8,0.1
66423230,290.7,381.2,197.7,0,12.7,5,4.7,6,8.4
66423231,340.7,387.5,239.4,0,14.3,5,0.7,6,6.7
66423232,340.5,376.6,274.6,0,8.2,7,0.6,8,3.1
66423233,334.1,365.9,319.5,0,3.7,2,0.4,8,2.3
66423234,331.7,373.5,240.0,0,9.1,2,1.4,1,4.6
66423235,264.0,356.4,188.1,0,9.0,2,0.1,4,6.0
66423236,213.2,310.3,147.3,0,11.4,2,2.6,3,6.9
66423237,149.7,202.6,115.3,0,7.4,5,1.7,2,3.7
66423238,115.5,159.9,105.7,0,4.8,3,0.2,3,1.6
66423239,108.9,110.9,105.2,0,0.4,8,0.1,1,0.2
66423240,373.2,433.3,318.7,0,8.2,2,1.0,5,4.3
66423241,368.0,392.3,336.3,0,3.4,5,0.6,1,1.8
66423242,343.4,382.3,318.7,0,3.9,3,0.5,4,2.6
66423243,335.2,367.8,282.6,0,7.6,3,0.7,5,3.0
66423244,265.9,354.2,179.0,0,8.6,2,2.8,2,6.3
66423245,232.6,321.3,167.1,0,9.6,1,0.4,5,4.6
66423246,191.7,314.8,147.8,0,11.8,2,1.2,1,5.3
66423247,196.1,286.9,125.0,0,10.6,3,2.2,4,6.9
66423248,131.8,198.8,108.0,0,5.6,3,1.1,4,3.1
66423249,106.7,114.8,103.4,0,1.5,3,0.1,8,0.4
66423250,348.0,420.2,296.5,0,8.0,1,0.3,8,3.4
66423251,352.3,389.3,303.2,0,4.8,8,0.5,2,2.5
66423252,335.1,382.0,303.0,0,5.9,6,0.6,1,3.4
66423253,311.7,374.5,216.9,0,8.4,2,1.2,3,5.5
66423254,241.0,349.6,182.2,0,11.8,6,2.7,4,6.7
66423255,265.8,375.0,177.3,0,11.8,5,7.6,4,9.7
66423256,211.1,283.0,150.3,0,9.4,5,2.8,5,5.4
66423257,194.9,293.9,132.9,0,10.8,5,0.8,5,5.3
66423258,132.0,191.9,104.6,0,4.9,2,2.0,3,3.0
66423259,105.6,115.8,101.7,0,1.6,3,0.1,1,0.4
66423260,316.7,372.4,280.0,0,5.2,2,0.2,8,2.7
66423261,326.8,395.2,288.6,0,6.4,6,1.0,1,3.1
66423262,362.1,407.7,303.9,0,6.8,3,1.3,2,4.3
66423263,290.8,377.5,215.1,0,11.9,6,2.2,5,7.6
66423264,330.7,388.3,214.3,0,13.2,6,0.9,5,7.3
66423265,306.3,383.8,227.5,0,9.8,2,3.5,2,6.7
66423266,222.0,274.1,168.8,0,6.2,2,0.1,6,4.0
66423267,160.6,233.9,124.5,0,11.1,2,1.2,6,4.7
66423268,140.0,191.2,109.9,0,5.9,5,0.9,5,3.2
66423269,108.7,155.3,99.7,0,4.9,3,0.2,1,1.6
66423270,316.6,356.7,280.0,0,5.5,6,0.4,3,3.1
66423271,366.1,405.1,292.4,0,6.1,6,1.3,6,4.5
66423272,371.7,405.3,317.0,0,5.5,3,0.5,1,2.8
66423273,344.3,400.9,269.1,0,9.3,5,0.8,7,5.2
66423274,341.5,380.0,269.2,0,9.2,3,1.0,7,4.5
66423275,266.7,341.4,175.7,0,8.4,2,3.8,2,6.1
66423276,201.9,253.8,148.4,0,6.9,2,2.6,3,4.6
66423277,155.4,206.5,128.0,0,6.2,3,1.1,3,3.3
66423278,148.3,190.9,114.2,0,4.2,2,0.7,2,2.5
66423279,123.3,166.3,99.2,0,5.7,4,0.6,4,2.7
66423280,338.4,374.6,305.7,0,5.2,7,0.5,8,2.1
66423281,389.2,429.4,334.5,0,8.4,2,1.4,6,5.3
66423282,373.7,415.7,332.9,0,5.5,3,0.2,3,2.7
66423283,368.7,400.5,315.4,0,5.2,4,0.2,3,2.0
66423284,348.8,389.1,276.1,0,9.4,4,1.3,3,4.2
66423285,257.4,340.9,177.2,0,13.4,3,1.5,2,7.0
66423286,227.6,277.3,163.2,0,7.3,3,2.8,4,5.3
66423287,174.6,215.4,142.9,0,5.2,4,0.9,3,3.1
66423288,148.0,190.6,122.0,0,4.3,5,0.9,5,2.1
66423289,145.1,181.3,118.0,0,4.3,7,1.0,5,2.6
66423290,345.1,427.9,295.8,0,6.9,5,1.6,7,3.9
66423291,346.6,426.0,297.6,0,7.9,2,1.7,4,4.2
66423292,334.0,392.5,299.3,0,5.9,1,1.6,1,3.6
66423293,352.1,391.8,310.0,0,4.8,8,1.0,6,2.9
66423294,378.3,423.8,328.4,0,9.0,4,1.9,5,4.4
66423295,299.0,402.1,209.5,0,12.1,3,4.6,5,7.2
66423296,288.9,374.9,195.7,0,10.5,4,3.6,5,6.7
66423297,219.2,357.5,149.7,0,12.0,4,2.8,4,6.9
66423298,166.5,212.2,133.9,0,5.2,1,0.6,3,3.2
66423299,153.5,193.2,119.4,0,4.0,1,0.7,2,2.7
66423300,113.3,115.8,112.0,0,0.7,7,0.1,3,0.2
66423301,119.7,135.2,111.6,0,2.1,7,0.1,8,1.1
66423302,144.3,166.9,124.8,0,3.1,6,0.6,8,1.9
66423303,150.5,173.2,128.9,0,3.7,2,0.6,5,1.9
66423304,162.1,190.7,136.7,0,3.4,7,0.9,8,1.9
66423305,168.6,192.6,144.2,0,4.2,4,0.1,6,2.1
66423306,146.7,180.5,126.1,0,3.9,2,1.0,3,2.3
66423307,149.6,187.2,124.3,0,4.9,7,1.8,2,3.0
66423308,136.2,175.4,127.0,0,4.1,2,0.3,8,1.6
66423309,137.2,153.4,131.9,0,2.8,6,0.3,7,0.8
66423310,112.8,113.9,111.8,0,0.2,1,0.1,2,0.1
66423311,113.6,135.3,110.5,0,3.1,7,0.0,1,1.0
66423312,138.9,159.9,117.9,0,3.1,7,0.7,8,1.8
66423313,141.4,172.3,123.0,0,3.6,3,0.7,2,2.1
66423314,158.7,184.3,129.8,0,3.8,2,1.1,1,2.3
66423315,158.5,180.4,138.0,0,3.2,3,0.6,1,1.9
66423316,133.3,161.7,120.8,0,2.5,2,0.4,8,1.5
66423317,128.5,164.7,122.2,0,3.5,2,0.2,1,1.1
66423318,131.8,163.5,125.4,0,3.5,6,0.3,8,1.4
66423319,157.1,192.5,132.3,0,3.4,6,1.8,6,2.7
66423320,111.1,112.3,109.4,0,0.2,1,0.1,1,0.2
66423321,110.3,115.5,109.1,0,2.5,7,0.1,1,0.5
66423322,123.8,140.1,108.7,0,3.0,8,0.8,1,1.7
66423323,131.5,158.9,116.1,0,3.6,7,0.2,2,1.6
66423324,152.2,184.3,125.6,0,3.6,8,1.1,7,2.0
66423325,140.7,171.1,122.0,0,2.4,3,1.2,2,1.7
66423326,123.2,144.8,117.0,0,2.0,2,0.3,1,0.9
66423327,121.4,136.9,117.1,0,3.5,7,0.3,1,1.0
66423328,155.8,200.0,122.4,0,4.2,6,2.1,7,3.2
66423329,188.9,219.9,149.7,0,4.0,5,0.5,8,2.4
66423330,109.1,110.4,108.0,0,0.1,2,0.1,1,0.1
66423331,108.6,109.7,107.4,0,0.2,8,0.1,1,0.1
66423332,109.8,124.3,107.3,0,2.2,8,0.1,1,0.8
66423333,121.1,133.9,109.9,0,2.7,7,0.6,1,1.3
66423334,135.3,148.8,118.4,0,2.3,2,0.6,7,1.3
66423335,125.9,139.1,115.4,0,1.8,2,0.7,2,1.3
66423336,115.5,121.8,111.8,0,1.1,2,0.2,1,0.4
66423337,131.5,174.7,114.9,0,5.4,6,0.2,8,2.6
66423338,161.7,192.6,132.5,0,3.3,6,0.8,1,2.0
66423339,182.4,217.3,149.5,0,4.1,8,1.2,8,2.7
66423340,107.2,108.6,106.1,0,0.1,1,0.1,1,0.1
66423341,106.9,108.4,105.7,0,0.2,1,0.1,1,0.1
66423342,107.2,109.9,105.8,0,0.5,8,0.1,1,0.2
66423343,111.6,126.8,106.8,0,1.8,8,0.2,1,0.8
66423344,120.4,131.7,112.8,0,1.8,1,0.4,1,0.9
66423345,116.2,130.8,112.6,0,1.5,2,0.3,2,0.5
66423346,111.9,115.5,107.5,0,2.4,7,0.2,8,0.7
66423347,135.6,170.0,112.2,0,4.8,7,0.4,1,2.4
66423348,147.5,182.6,120.7,0,4.0,6,0.7,1,2.3
66423349,182.6,218.3,143.7,0,8.3,2,0.1,5,3.8
66423350,105.3,106.8,104.3,0,0.2,2,0.1,2,0.1
66423351,105.1,107.0,103.9,0,0.1,1,0.1,1,0.1
66423352,105.3,107.2,104.0,0,0.2,1,0.1,8,0.1
66423353,106.2,112.6,104.0,0,0.8,8,0.1,1,0.3
66423354,110.8,115.3,104.4,0,0.8,8,0.3,1,0.5
66423355,112.2,115.4,108.9,0,0.5,3,0.2,1,0.3
66423356,108.2,112.5,105.0,0,0.9,8,0.2,2,0.4
66423357,121.7,165.1,107.5,0,4.9,7,0.5,8,2.2
66423358,155.5,192.4,118.5,0,6.3,1,0.9,7,3.1
66423359,171.6,202.9,125.9,0,7.0,2,0.8,7,4.2
66423360,102.8,104.8,100.6,0,0.3,1,0.1,1,0.2
66423361,103.1,104.5,102.2,0,0.2,1,0.0,1,0.1
66423362,102.8,104.3,101.8,0,0.2,1,0.1,1,0.1
66423363,103.2,105.0,101.8,0,0.2,1,0.1,8,0.2
66423364,104.5,110.1,101.9,0,0.7,8,0.1,8,0.4
66423365,108.5,110.6,104.3,0,0.5,8,0.2,1,0.3
66423366,106.0,109.1,103.9,0,0.4,3,0.0,7,0.2
66423367,118.3,170.7,105.8,0,4.4,7,0.3,7,2.4
66423368,143.6,189.5,114.7,0,7.7,6,2.0,5,4.5
66423369,154.4,226.1,121.0,0,9.5,6,0.5,6,5.2
66423370,104.5,152.6,99.2,0,7.7,4,0.0,3,1.9
66423371,101.7,102.8,99.7,0,0.2,8,0.1,2,0.1
66423372,101.1,102.2,99.8,0,0.1,8,0.1,1,0.1
66423373,101.4,102.4,99.9,0,0.2,1,0.1,2,0.1
66423374,102.5,104.2,100.5,0,0.2,8,0.1,7,0.2
66423375,104.5,109.0,101.2,0,0.5,7,0.2,1,0.4
66423376,104.5,105.8,101.5,0,0.3,7,0.0,3,0.2
66423377,111.3,131.8,104.9,0,3.7,7,0.4,7,1.3
66423378,163.8,214.9,114.4,0,8.3,5,2.4,8,5.3
66423379,199.1,226.5,142.8,0,7.5,2,1.1,7,3.8
66423380,153.9,200.5,99.7,0,8.2,4,1.1,4,3.5
66423381,111.3,171.6,99.6,0,6.2,4,0.1,1,2.8
66423382,98.9,100.8,95.9,0,1.6,4,0.1,1,0.3
66423383,98.8,100.8,95.0,0,0.4,1,0.1,8,0.3
66423384,100.5,102.6,97.2,0,0.4,8,0.1,1,0.2
66423385,100.5,102.5,99.3,0,0.3,1,0.1,8,0.2
66423386,102.6,105.4,99.8,0,0.4,8,0.2,8,0.3
66423387,111.9,126.5,102.1,0,1.8,7,0.6,8,1.3
66423388,152.0,207.2,116.0,0,7.2,1,2.8,7,4.5
66423389,153.1,215.3,114.6,0,8.1,3,1.1,8,4.3
66423390,146.9,191.0,106.5,0,5.3,1,1.3,1,3.0
66423391,134.9,181.7,99.4,0,6.9,3,0.3,5,3.8
66423392,96.8,141.2,90.0,0,4.3,3,0.2,2,1.3
66423393,93.9,97.1,89.9,0,0.5,1,0.2,1,0.4
66423394,96.3,99.9,90.0,0,0.8,8,0.3,1,0.5
66423395,97.2,99.7,95.0,0,0.3,1,0.2,1,0.3
66423396,99.5,102.0,97.3,0,0.3,8,0.1,8,0.2
66423397,108.7,123.4,99.6,0,1.7,7,0.5,7,1.4
66423398,115.7,153.5,100.4,0,3.7,2,0.3,8,1.9
66423399,109.9,123.7,101.9,0,1.6,8,0.5,8,1.0
66423400,148.9,178.0,138.6,0,4.3,6,0.4,7,1.7
66423401,182.6,230.0,147.9,0,6.1,6,0.8,8,3.8
66423402,209.6,261.4,160.0,0,5.0,5,1.1,5,3.0
66423403,208.9,267.8,177.3,0,5.0,5,1.7,5,3.4
66423404,220.3,291.0,184.3,0,5.6,6,2.2,5,4.0
66423405,267.5,312.5,205.7,0,7.9,6,0.9,5,4.6
66423406,291.8,338.0,229.6,0,5.3,7,1.5,7,3.5
66423407,326.0,361.1,277.1,0,5.8,5,0.9,7,3.5
66423408,283.9,343.7,227.7,0,8.0,3,1.9,3,4.6
66423409,221.2,274.6,186.7,0,4.5,3,1.5,2,3.2
66423410,176.5,204.0,146.7,0,3.6,5,1.5,5,2.7
66423411,207.8,254.1,162.9,0,4.2,6,1.3,7,3.1
66423412,217.3,261.2,179.1,0,5.5,7,1.3,8,2.9
66423413,232.1,271.3,197.3,0,5.5,3,0.9,8,2.9
66423414,236.1,271.6,193.2,0,6.4,2,1.4,5,3.5
66423415,232.6,282.9,194.6,0,6.4,1,0.3,6,4.2
66423416,265.4,305.0,216.3,0,6.0,1,0.5,1,3.7
66423417,298.7,340.8,248.0,0,5.6,6,1.3,5,3.4
66423418,282.1,340.2,225.8,0,7.7,3,1.6,3,5.2
66423419,212.8,271.7,182.7,0,6.1,3,2.2,3,3.2
66423420,206.8,233.9,177.0,0,3.6,1,0.4,5,2.0
66423421,208.7,241.6,165.1,0,4.1,2,0.5,6,2.4
66423422,195.0,243.2,158.9,0,5.8,7,1.0,7,3.3
66423423,220.7,265.6,172.8,0,5.5,2,1.5,1,3.6
66423424,204.3,266.1,173.6,0,7.4,6,2.0,7,3.8
66423425,249.4,296.4,195.9,0,4.9,7,2.0,5,3.3
66423426,283.3,315.4,233.8,0,5.0,6,0.6,3,3.1
66423427,281.8,331.3,221.5,0,7.0,2,1.9,8,4.4
66423428,248.4,303.3,199.6,0,6.8,3,1.4,2,4.0
66423429,200.0,260.9,179.2,0,5.0,2,1.2,2,2.4
66423430,194.8,232.6,154.4,0,6.2,2,0.2,4,3.4
66423431,183.0,232.2,149.5,0,8.1,2,0.3,6,3.7
66423432,175.4,226.1,154.0,0,6.4,1,1.2,6,3.5
66423433,185.0,242.5,161.3,0,6.6,2,0.5,5,3.6
66423434,234.8,287.9,175.4,0,7.9,1,2.7,5,4.6
66423435,260.2,306.4,209.6,0,8.9,1,1.1,2,3.7
66423436,270.4,311.3,222.9,0,5.2,7,1.8,8,3.5
66423437,285.0,325.2,219.5,0,6.4,3,0.2,2,3.4
66423438,218.7,294.9,181.7,0,6.5,4,1.8,2,4.2
66423439,182.8,221.0,163.3,0,2.4,2,1.0,2,1.7
66423440,165.3,216.0,134.3,0,8.0,2,0.9,1,4.3
66423441,176.7,227.8,141.8,0,6.8,6,0.4,8,3.6
66423442,201.3,240.3,160.2,0,5.5,5,0.8,8,3.5
66423443,222.4,261.4,178.5,0,6.4,5,2.1,8,3.6
66423444,227.0,280.8,179.7,0,8.2,5,1.2,7,4.5
66423445,245.5,292.5,201.0,0,7.4,5,1.1,6,4.0
66423446,269.7,322.5,208.8,0,5.9,7,2.9,6,4.2
66423447,273.6,324.5,202.9,0,8.4,3,2.0,6,5.4
66423448,196.9,283.3,164.8,0,7.1,2,1.5,3,3.6
66423449,163.4,186.3,142.6,0,2.1,2,0.4,8,1.6
66423450,182.4,240.2,129.5,0,8.1,6,0.9,6,5.0
66423451,210.4,242.2,168.5,0,5.2,4,1.1,1,2.7
66423452,190.1,230.0,156.4,0,5.0,8,1.3,2,3.7
66423453,204.6,243.8,165.3,0,5.7,1,1.1,2,3.3
66423454,198.3,260.3,155.3,0,6.4,1,1.1,8,3.8
66423455,209.2,270.9,148.8,0,11.6,8,1.2,1,5.4
66423456,248.2,294.6,174.7,0,10.5,1,1.7,1,4.8
66423457,213.9,286.5,144.4,0,9.4,2,2.9,1,6.2
66423458,172.8,222.9,144.9,0,4.4,2,1.5,2,2.4
66423459,148.1,168.6,134.6,0,2.4,2,0.6,8,1.5
66423460,188.5,221.3,143.8,0,4.2,5,1.8,3,2.6
66423461,189.7,226.0,154.8,0,3.4,1,1.6,2,2.6
66423462,166.6,210.8,133.5,0,4.8,8,1.5,2,3.3
66423463,173.4,213.8,138.2,0,4.9,2,1.9,1,3.2
66423464,163.2,208.8,129.9,0,4.8,7,1.6,2,2.8
66423465,168.9,221.6,123.1,0,8.8,2,1.2,6,4.9
66423466,189.9,274.3,124.0,0,12.3,2,3.2,1,8.4
66423467,142.1,246.4,126.7,0,10.4,2,0.2,8,3.3
66423468,140.6,164.9,127.3,0,2.9,1,0.4,8,1.9
66423469,135.9,155.2,128.4,0,2.0,2,0.3,8,0.8
66423470,178.3,225.2,139.8,0,5.1,8,0.7,4,3.1
66423471,162.7,196.7,129.9,0,3.8,2,0.7,4,2.2
66423472,158.1,191.9,125.8,0,5.0,3,0.8,2,2.7
66423473,137.4,175.6,119.7,0,3.4,8,1.0,1,2.1
66423474,132.3,180.7,115.4,0,5.5,1,0.2,8,2.5
66423475,125.7,196.2,115.8,0,7.7,2,0.1,3,2.5
66423476,124.1,135.8,120.2,0,4.7,1,0.2,8,1.0
66423477,126.2,129.0,122.5,0,0.4,1,0.1,8,0.2
66423478,133.3,212.4,123.1,0,8.3,5,0.2,1,2.6
66423479,147.2,222.0,126.3,0,8.8,4,0.2,5,3.3
66423480,144.6,182.0,121.6,0,4.9,1,1.0,5,2.6
66423481,147.1,182.1,114.3,0,5.1,1,0.8,2,2.6
66423482,134.1,163.7,113.4,0,4.4,3,0.7,2,2.4
66423483,118.6,135.6,112.0,0,7.1,6,0.2,7,1.6
66423484,141.5,250.7,113.5,0,10.9,6,0.2,4,6.2
66423485,179.4,316.6,117.5,0,15.9,4,2.0,4,8.9
66423486,142.6,227.3,118.0,0,7.6,5,0.4,4,4.0
66423487,132.9,177.1,119.8,0,4.3,5,0.4,5,1.8
66423488,153.6,203.1,124.3,0,7.8,7,1.1,5,4.0
66423489,201.0,272.4,150.4,0,12.0,3,1.3,1,5.8
66423490,118.5,141.0,106.8,0,3.1,2,0.4,1,1.9
66423491,112.9,130.2,107.7,0,2.3,6,0.3,8,0.9
66423492,119.0,168.3,108.9,0,4.6,5,0.3,6,2.2
66423493,144.3,191.6,110.9,0,6.3,6,2.6,6,4.5
66423494,214.2,291.4,136.4,0,8.1,6,4.8,7,6.2
66423495,300.5,365.0,226.7,0,11.9,4,1.4,5,7.1
66423496,207.0,310.8,145.0,0,11.0,3,4.2,3,6.3
66423497,149.9,185.1,130.0,0,4.9,7,0.5,5,2.1
66423498,191.6,279.3,148.5,0,11.4,6,0.7,5,5.7
66423499,247.1,331.7,146.9,0,13.6,6,5.4,2,9.9
66423500,204.0,246.3,182.4,0,5.2,8,0.3,2,2.3
66423501,238.0,301.5,187.5,0,7.5,7,0.2,1,4.0
66423502,250.6,326.0,196.8,0,9.1,3,0.9,7,6.3
66423503,311.2,381.3,225.5,0,12.1,5,2.3,6,6.8
66423504,366.3,501.7,272.2,0,16.5,8,3.4,7,9.6
66423505,391.8,463.5,325.3,0,12.2,7,3.0,2,6.3
66423506,478.6,562.0,393.1,0,13.2,8,1.8,7,7.1
66423507,526.7,700.4,398.5,0,22.7,5,7.6,6,12.4
66423508,520.1,701.5,392.7,0,21.6,5,6.7,5,13.5
66423509,517.5,670.7,416.1,0,20.8,8,2.7,6,12.3
66423510,191.4,223.1,167.4,0,4.2,7,0.6,2,2.0
66423511,223.2,280.1,169.9,0,8.1,7,0.7,3,4.2
66423512,232.9,292.1,184.0,0,8.3,7,0.4,5,5.0
66423513,317.5,386.5,229.7,0,9.6,7,3.3,8,6.3
66423514,367.9,422.7,301.8,0,9.9,8,0.9,4,5.3
66423515,386.8,451.6,318.2,0,10.3,7,1.5,8,4.8
66423516,480.9,563.2,383.5,0,12.2,7,2.1,7,7.8
66423517,529.2,649.9,433.0,0,15.3,8,4.3,8,10.4
66423518,680.6,775.9,564.4,0,13.5,5,1.7,3,9.3
66423519,647.5,783.4,496.1,0,18.6,4,3.1,8,12.2
66423520,177.5,210.2,158.0,0,2.1,8,0.7,2,1.4
66423521,210.4,240.2,158.3,0,7.5,7,0.8,2,3.3
66423522,203.0,248.2,172.8,0,7.6,7,3.1,2,4.5
66423523,264.2,334.0,197.0,0,7.2,7,3.2,7,5.6
66423524,340.1,393.2,277.2,0,9.1,7,1.8,2,5.5
66423525,403.9,472.2,322.9,0,9.6,8,3.0,2,6.2
66423526,433.6,531.0,332.3,0,13.4,8,1.8,4,6.7
66423527,472.8,617.5,378.6,0,19.3,8,2.8,7,8.8
66423528,561.2,707.8,385.7,0,21.2,8,4.1,7,14.5
66423529,707.2,837.1,522.5,0,20.4,8,5.0,5,13.7
66423530,163.8,192.3,150.9,0,2.5,7,0.2,5,1.4
66423531,198.4,225.3,156.8,0,6.1,7,1.4,2,3.1
66423532,186.7,211.9,159.5,0,6.3,7,0.2,7,2.9
66423533,248.0,321.3,180.8,0,7.7,8,3.0,8,5.4
66423534,279.0,327.7,219.0,0,8.1,8,0.7,3,4.6
66423535,355.9,447.5,282.6,0,9.6,6,2.7,6,7.1
66423536,372.2,465.7,276.2,0,13.1,8,2.8,8,7.0
66423537,387.4,494.2,307.6,0,9.9,2,4.3,1,6.4
66423538,432.6,561.5,313.1,0,18.6,7,3.2,7,11.1
66423539,576.6,720.6,426.1,0,16.5,8,0.8,6,11.1
66423540,157.8,188.8,144.5,0,6.6,7,0.5,1,2.2
66423541,191.5,214.2,158.4,0,4.8,6,0.4,6,2.3
66423542,176.8,204.3,150.9,0,8.2,7,0.7,2,2.9
66423543,224.2,281.3,167.0,0,8.3,7,2.4,1,5.5
66423544,298.5,354.7,201.3,0,11.9,2,2.9,6,7.1
66423545,295.0,393.3,197.0,0,11.7,2,2.7,2,6.4
66423546,279.6,354.9,215.1,0,14.3,1,2.2,8,7.0
66423547,298.0,371.7,206.7,0,10.8,1,2.0,8,5.5
66423548,379.6,498.2,266.6,0,15.8,7,2.9,6,9.5
66423549,484.7,666.2,325.1,0,17.1,1,11.5,8,14.0
66423550,146.8,172.3,138.5,0,4.5,8,0.2,8,1.2
66423551,153.0,206.4,140.6,0,5.8,8,0.2,8,2.5
66423552,153.0,202.1,139.0,0,7.2,7,0.5,1,2.6
66423553,178.5,267.0,142.6,0,11.4,1,2.4,1,6.3
66423554,204.2,326.0,149.6,0,14.8,1,0.7,8,7.8
66423555,207.3,285.4,161.3,0,10.5,1,1.7,8,5.5
66423556,222.9,284.4,175.8,0,6.1,2,1.6,7,4.1
66423557,266.3,340.6,199.5,0,7.0,7,1.1,8,4.7
66423558,347.8,431.6,258.5,0,10.2,6,2.5,6,6.7
66423559,436.1,546.2,314.6,0,14.8,6,3.1,7,8.5
66423560,137.3,145.1,131.1,0,0.8,6,0.2,2,0.5
66423561,141.3,155.4,133.6,0,2.0,6,0.3,8,0.8
66423562,158.1,199.2,137.8,0,6.0,7,1.1,6,3.3
66423563,212.2,272.6,148.4,0,9.6,5,1.5,6,6.2
66423564,203.7,302.4,151.0,0,14.6,4,1.2,8,8.0
66423565,169.2,203.6,155.0,0,3.3,7,1.2,8,2.2
66423566,213.4,255.1,177.7,0,5.2,7,1.5,7,3.5
66423567,233.9,300.6,199.3,0,6.0,8,1.9,8,3.4
66423568,296.5,408.0,218.1,0,10.8,1,1.9,6,5.7
66423569,378.5,513.0,286.2,0,13.5,8,2.0,8,8.2
66423570,142.6,190.4,129.6,0,4.2,7,0.4,6,2.0
66423571,169.6,228.9,144.1,0,6.2,5,1.7,5,3.2
66423572,188.0,251.0,149.8,0,7.0,7,2.0,6,4.0
66423573,223.9,283.1,170.8,0,5.4,6,1.2,6,4.1
66423574,283.0,351.9,202.5,0,10.7,4,2.1,6,5.8
66423575,192.6,309.0,158.6,0,15.2,4,0.8,7,7.7
